"objectid","stop_uid","stop_id","stop_code","stop_name","stop_lat","stop_lon","stop_agncy","wheelchair","intersec","stop_place","parent_sta","lat","lng"
"1762","MTS_12892","12892","12892","Euclid Av & Manzanares Wy","32.70368007","-117.08484953","MTS","1.0","F-N/B","","","32.70367530260534","-117.08483764465369"
"1763","MTS_12893","12893","12893","Euclid Av & Naranja St","32.70848706","-117.08486905","MTS","1.0","N-N/B","","","32.70848229040115","-117.08485716289874"
"1764","MTS_12894","12894","12894","Euclid Av & Federal Bl","32.72203533","-117.08473077","MTS","1.0","F-N/B","","","32.72203056769502","-117.08471888122705"
"1765","MTS_12896","12896","12896","Collwood Bl & 4819","32.76694425","-117.08374122","MTS","2.0","F-N/B","","","32.76693948194603","-117.08372932641593"
"1766","MTS_12901","12901","12901","Camino Del Norte & Paseo Montanoso","33.00023447","-117.08649979","MTS","1.0","N-W/B","campas","","33.000229665620324","-117.08648787958258"
"1767","MTS_12903","12903","12903","3rd Av & F St","32.64121468","-117.07982","MTS","1.0","F-N/B","3rdf","","32.64120991773725","-117.0798081200845"
"1768","MTS_12904","12904","12904","Collwood Bl & Monroe Av","32.76011275","-117.08070021","MTS","1.0","F-N/B","","","32.76010798129931","-117.08068831963823"
"1769","MTS_12906","12906","12906","West Bernardo Dr & Poblado Rd","33.02663174","-117.08229758","MTS","1.0","F-N/B","wbepob","","33.0266269359158","-117.08228567498321"
"1770","MTS_12907","12907","12907","54th St & Laurel St","32.73097532","-117.07956383","MTS","2.0","F-N/B","","","32.730970556329424","-117.07955194677034"
"1771","MTS_12908","12908","12908","54th St & Nutmeg St","32.73398522","-117.07952063","MTS","1.0","M-Street-N/B","","","32.73398045085493","-117.07950873899296"
"1772","MTS_12909","12909","12909","54th St & College Grove Dr","32.73613764","-117.07946934","MTS","1.0","F-N/B","","","32.73613286994311","-117.07945745705808"
"1773","MTS_12910","12910","12910","54th St & Lea St","32.74657735","-117.07933345","MTS","2.0","F-N/B","","","32.74657257637567","-117.07932156586801"
"1774","MTS_12911","12911","12911","West Bernardo Dr & Rancho Bernardo Rd","33.02416857","-117.08196756","MTS","1.0","F-N/B","wberan","","33.02416376836029","-117.08195564837327"
"1775","MTS_12912","12912","12912","54th St & Trojan Av","32.75521402","-117.07920008","MTS","1.0","F-N/B","","","32.755209254507825","-117.07918818824353"
"1776","MTS_12913","12913","12913","54th St & University Av","32.75010505","-117.07925087","MTS","1.0","F-N/B","","","32.75010027919536","-117.07923898253142"
"1777","MTS_12914","12914","12914","54th St & El Cajon Bl","32.75830609","-117.07919991","MTS","1.0","F-N/B","54elcn","","32.75830131585168","-117.07918801560285"
"1778","MTS_12915","12915","12915","West Bernardo Dr & Caminito Siega","33.03038998","-117.08172957","MTS","1.0","F-N/B","","","33.030385176655145","-117.08171766184108"
"1779","MTS_12916","12916","12916","Bayview Heights Dr & Bayview Heights Pl","32.72400572","-117.07783996","MTS","1.0","M-Street-E/B","","","32.724000956859","-117.07782807325563"
"1780","MTS_12917","12917","12917","Waring Rd & Greenbrier Av","32.79507767","-117.07805901","MTS","1.0","F-N/B","","","32.7950728930941","-117.07804711466504"
"1781","MTS_12918","12918","12918","3rd Av & I St","32.63130681","-117.07586904","MTS","1.0","F-N/B","","","32.63130205537227","-117.07585716539566"
"1782","MTS_12919","12919","12919","Bayview Heights Dr & Hudson Bay Ter","32.72551533","-117.07568859","MTS","2.0","F-E/B","","","32.72551055880659","-117.0756767073279"
"1783","MTS_12920","12920","12920","3rd Av & J St","32.62815162","-117.07462801","MTS","1.0","F-N/B","3rdj","","32.62814686072009","-117.07461613366469"
"1784","MTS_12922","12922","12922","Pyramid St & Kenwood St","32.71195266","-117.07387099","MTS","2.0","F-N/B","","","32.71194789466279","-117.07385910645465"
"1785","MTS_12923","12923","12923","58th St & Mira Flores Dr","32.70022125","-117.07317299","MTS","1.0","F-N/B","","","32.70021648736675","-117.07316110662642"
"1786","MTS_12924","12924","12924","3rd Av & L St","32.62099967","-117.07180711","MTS","1.0","F-N/B","","","32.62099491265832","-117.07179523170193"
"1787","MTS_12925","12925","12925","Bernardo Center Dr & Fairhope Rd","33.03191102","-117.07498974","MTS","0.0","F-N/B","","","33.031906213813166","-117.07497783444201"
"1788","MTS_12926","12926","12926","Bernardo Center Dr & Bajada Pl","33.02558844","-117.07432676","MTS","0.0","F-N/B","","","33.02558363616786","-117.0743148534698"
"1789","MTS_12927","12927","12927","3rd Av & Naples St","32.61413547","-117.06910299","MTS","1.0","F-N/B","","","32.614130720786804","-117.06909111619487"
"1790","MTS_12928","12928","12928","Camino Del Norte & Paseo Lucido","32.99137061","-117.07256094","MTS","1.0","F-W/B","camplu","","32.99136580888129","-117.07254903303634"
"1791","MTS_12929","12929","12929","College Av & Lindo Paseo","32.77223524","-117.06977285","MTS","1.0","F-N/B","colpas","","32.77223046919051","-117.06976096138342"
"1792","MTS_12930","12930","12930","3rd Av & Oxford St","32.61105695","-117.06789563","MTS","1.0","F-N/B","","","32.61105219748233","-117.06788375416882"
"1793","MTS_12931","12931","12931","College Av & Pontiac St","32.76877504","-117.0685077","MTS","1.0","F-N/B","","","32.768770264111744","-117.06849581096628"
"1794","MTS_12932","12932","12932","3rd Av & Palomar St","32.60719985","-117.06638565","MTS","1.0","F-N/B","3rdpal","","32.60719510087551","-117.066373773884"
"1795","MTS_12934","12934","12934","College Av & Arosa St","32.76554354","-117.06673729","MTS","1.0","F-N/B","","","32.76553876785017","-117.06672540593162"
"1796","MTS_12935","12935","12935","3rd Av & Quintard St","32.60411579","-117.06518167","MTS","1.0","F-N/B","","","32.6041110347862","-117.06516979765917"
"1797","MTS_12936","12936","12936","College Av & Camino Rico","32.79300258","-117.06691711","MTS","1.0","F-N/B","","","32.79299780570943","-117.06690522427404"
"1798","MTS_12937","12937","12937","College Av & Adelaide Av","32.75804089","-117.0662091","MTS","1.0","F-N/B","","","32.75803612184849","-117.06619721420104"
"1799","MTS_12938","12938","12938","3rd Av & Main St","32.5951143","-117.06438425","MTS","1.0","F-N/B","mai3rd","","32.59510954554316","-117.06437237305138"
"1800","MTS_12939","12939","12939","3rd Av & Anita St","32.59877277","-117.06434657","MTS","1.0","F-N/B","","","32.598768019385744","-117.0643346985503"
"1801","MTS_12940","12940","12940","3rd Av & Orange Av","32.60230656","-117.06446036","MTS","1.0","F-N/B","ora3rd","","32.602301809733895","-117.06444848162462"
"1802","MTS_12943","12943","12943","College Av & University Av","32.75324258","-117.06446029","MTS","1.0","F-N/B","unicol","","32.753237810833454","-117.0644484037017"
"1803","MTS_12945","12945","12945","College Av & St Therese Wy","32.78793619","-117.06455987","MTS","0.0","F-N/B","","","32.787931413668574","-117.06454798189536"
"1804","MTS_12946","12946","12946","Beyer Wy & Palm Av","32.58444915","-117.06163032","MTS","1.0","F-N/B","beypal","","32.58444439662128","-117.06161844901523"
"1805","MTS_12948","12948","12948","College Av & Del Cerro Bl","32.78381512","-117.06180165","MTS","1.0","F-N/B","","","32.78381035048141","-117.06178975927821"
"1806","MTS_12950","12950","12950","Picador Bl & Arey Dr","32.57889599","-117.05889469","MTS","1.0","F-N/B","","","32.57889123872484","-117.05888281493289"
"1807","MTS_12952","12952","12952","College Av & Billman St","32.74571257","-117.05847798","MTS","1.0","N-N/B","","","32.74570780287137","-117.05846609955825"
"1808","MTS_12954","12954","12954","Pomerado Rd & Rancho Bernardo Rd","33.01820063","-117.06099903","MTS","1.0","F-S/B","pomran","","33.01819582876955","-117.0609871223804"
"1809","MTS_12957","12957","12957","Picador Bl & Cedar Glen Wy","32.57602258","-117.05573267","MTS","1.0","F-N/B","","","32.576017825389144","-117.05572079369574"
"1810","MTS_12960","12960","12960","Picador Bl & Del Sol Bl","32.57419478","-117.05406053","MTS","1.0","F-N/B","","","32.574190027801976","-117.0540486564527"
"1811","MTS_12962","12962","12962","College Av & College Grove Dr","32.74466098","-117.05410704","MTS","2.0","F-N/B","","","32.74465620932841","-117.05409515545361"
"1812","MTS_12963","12963","12963","College Av & Federal Bl","32.74160006","-117.05016351","MTS","1.0","F-N/B","","","32.74159529259728","-117.05015162477316"
"1813","MTS_12965","12965","12965","Madera St & Primera St","32.72085823","-117.04830724","MTS","2.0","F-E/B","","","32.72085346607574","-117.04829535514767"
"1814","MTS_12966","12966","12966","70th St & El Cajon Bl","32.76912778","-117.04694893","MTS","1.0","F-N/B","elc70","","32.76912300268359","-117.04693704621023"
"1815","MTS_12967","12967","12967","Madera St & Ramon St","32.72356857","-117.04570458","MTS","0.0","F-N/B","","","32.72356380366824","-117.0456926998942"
"1816","MTS_12968","12968","12968","Massachusetts Av & Balkis Ln","32.73441076","-117.04281074","MTS","0.0","F-N/B","","","32.7344059893252","-117.04279885976344"
"1817","MTS_12969","12969","12969","Massachusetts Av & Madera St","32.72782595","-117.04272224","MTS","0.0","F-N/B","","","32.727821177262676","-117.04271035931049"
"1818","MTS_12970","12970","12970","Meadowbrook Dr & Knollwood Rd","32.70769282","-117.03289575","MTS","1.0","F-N/B","","","32.70768805571837","-117.03288387657652"
"1819","MTS_12971","12971","12971","Meadowbrook Dr & Gribble St","32.70363319","-117.03074671","MTS","2.0","F-N/B","","","32.703628425433095","-117.03073483548862"
"1820","MTS_12972","12972","12972","Deep Dell Rd & Paradise Valley Rd","32.69602093","-117.02971391","MTS","1.0","F-N/B","deepar","","32.69601615989751","-117.02970203352265"
"1821","MTS_12973","12973","12973","Baltimore Dr & Parkway Dr","32.77528126","-117.02718491","MTS","1.0","F-W/B","","","32.775276486322674","-117.0271730241006"
"1822","MTS_12974","12974","12974","Skyline Dr & Canton Dr","32.72367052","-117.02625507","MTS","0.0","F-N/B","skycan","","32.72366575155023","-117.02624319642081"
"1823","MTS_12975","12975","12975","Cardiff St & Carlisle Dr","32.71896011","-117.0257389","MTS","1.0","F-N/B","carcar","","32.71895534582678","-117.02572702030425"
"1824","MTS_12976","12976","12976","Jamacha Rd & Darby St","32.71723173","-117.02041114","MTS","2.0","F-W/B","","","32.71722696065542","-117.02039926353602"
"1825","MTS_12977","12977","12977","Lake Murray Bl & Jackson Dr","32.7934637","-117.01821446","MTS","1.0","F-N/B","lakjac","","32.79345891873719","-117.01820257919243"
"1826","MTS_12979","12979","12979","La Mesa Bl & Grant Av","32.76666393","-117.01588577","MTS","1.0","F-N/B","","","32.76665915798938","-117.01587388933086"
"1827","MTS_12980","12980","12980","Lake Murray Bl & Lake Aral Dr","32.7963512","-117.01574695","MTS","1.0","F-N/B","","","32.796346418310684","-117.0157350729835"
"1828","MTS_12983","12983","12983","Lake Murray Bl & Lake Arrowhead Dr","32.7997942","-117.01277643","MTS","1.0","F-N/B","","","32.79978942161151","-117.01276455074168"
"1829","MTS_12984","12984","12984","Lake Murray Bl & Lynnhaven Ln","32.80115085","-117.01161987","MTS","1.0","F-N/B","","","32.8011460687526","-117.01160799149012"
"1830","MTS_12986","12986","12986","Grossmont Center Dr & Center Dr","32.78090437","-117.01046546","MTS","1.0","N-W/B","","","32.78089959738546","-117.01045358474575"
"1831","MTS_12990","12990","12990","Ingraham St & Reed Av","32.79585174","-117.23948382","MTS","1.0","N-N/B","","","32.79584697180778","-117.23947189891463"
"1832","MTS_12992","12992","12992","Clairemont Mesa Bl & 3511","32.82773471","-117.21095064","MTS","1.0","M-Street-E/B","","","32.82772993841406","-117.21093872889867"
"1833","MTS_12995","12995","12995","N Harbor Dr & Liberator Way","32.72880526","-117.18650828","MTS","1.0","F-E/B","","","32.72880050080772","-117.1864963751638"
"1834","MTS_12996","12996","12996","N Harbor Dr & 2701","32.72852879","-117.18454781","MTS","1.0","M-Street-E/B","","","32.7285240261259","-117.18453590864296"
"1835","MTS_12998","12998","12998","Hotel Circle S & 1605","32.75894122","-117.17798744","MTS","1.0","M-TC-Train-E/B","","","32.758936450918156","-117.1779755318185"
"1836","MTS_12999","12999","12999","Hotel Circle S & 875","32.75962964","-117.17158006","MTS","1.0","M-Street-E/B","","","32.75962487660455","-117.17156815600903"
"1837","MTS_13001","13001","13001","Camino De La Reina & Mission Valley West","32.76751308","-117.15664603","MTS","1.0","M-Street-W/B","","","32.767508308539256","-117.15663412268653"
"1838","MTS_13002","13002","13002","Balboa Av & Gerald Griffin Drwy","32.82159947","-117.15799404","MTS","1.0","F-E/B","","","32.82159469662895","-117.15798213348359"
"1839","MTS_13003","13003","13003","Miramar Rd & Miramar Way","32.88002345","-117.15928105","MTS","1.0","F-E/B","","","32.88001867267413","-117.15926914423663"
"1840","MTS_13009","13009","13009","Camino Del Rio S & 3505","32.77769352","-117.11804379","MTS","1.0","M-Street-E/B","","","32.777688746183536","-117.11803188888773"
"1841","MTS_13013","13013","13013","Ocean View Bl & 46th St","32.70042249","-117.09622846","MTS","1.0","N-E/B","","","32.700417730838744","-117.09621656873723"
"1842","MTS_13017","13017","13017","University Av & 5975","32.7512707","-117.06838086","MTS","1.0","M-Street-E/B","","","32.751265934360646","-117.06836897517107"
"1843","MTS_13018","13018","13018","University Av & Salvation Army Drwy","32.75508584","-117.05160006","MTS","1.0","F-E/B","krocco","","32.75508106380254","-117.05158817734126"
"1844","MTS_13020","13020","13020","Baltimore Dr & Lake Murray Bl","32.78147018","-117.03294637","MTS","1.0","F-N/B","ballkN","","32.78146539988671","-117.032934492414"
"1845","MTS_13021","13021","13021","Jamacha Rd & 7629","32.71288508","-117.03629375","MTS","0.0","M-Street-E/B","","","32.71288031745196","-117.03628187189307"
"1846","MTS_13022","13022","13022","Baltimore Dr & Aztec Dr","32.77743774","-117.02953668","MTS","1.0","M-Street-W/B","","","32.77743296022521","-117.02952479415825"
"1847","MTS_13023","13023","13023","Jamacha Rd & 8205","32.71615056","-117.02932302","MTS","0.0","M-Street-E/B","","","32.716145786057446","-117.02931113820547"
"1848","MTS_13024","13024","13024","Nobel Dr & La Jolla Village Square Drwy","32.86776616","-117.23168788","MTS","1.0","N-E/B","noblaj","","32.867761379348124","-117.2316759599718"
"1849","MTS_13028","13028","13028","Clairemont Dr & 4976 (Clairemont Town Square)","32.83235826","-117.20414818","MTS","1.0","M-Street-E/B","","","32.83235348573111","-117.20413626740515"
"1850","MTS_13030","13030","13030","Hotel Circle S & 2201","32.75910297","-117.18278057","MTS","1.0","M-Street-E/B","","","32.75909820480312","-117.18276866449476"
"1851","MTS_13032","13032","13032","Hotel Circle S & 1333","32.75902725","-117.17531452","MTS","1.0","M-Street-E/B","","","32.75902248805012","-117.17530261006205"
"1852","MTS_13033","13033","13033","Hotel Circle S & 625","32.7602566","-117.16932912","MTS","1.0","M-Street-E/B","","","32.76025183689921","-117.16931721803353"
"1853","MTS_13034","13034","13034","Hotel Circle S & Bachman Pl","32.76055868","-117.16677876","MTS","1.0","F-E/B","","","32.76055390925431","-117.16676685372235"
"1854","MTS_13036","13036","13036","Camino De La Reina & Mission Valley West","32.76763266","-117.15533299","MTS","1.0","F-E/B","","","32.76762788948146","-117.15532108357638"
"1855","MTS_13037","13037","13037","Camino De La Reina & Westfield Drwy","32.76997576","-117.14950776","MTS","1.0","F-E/B","macymv","","32.76997099312781","-117.14949585676688"
"1856","MTS_13040","13040","13040","Camino Del Rio N & 2655","32.77271215","-117.13445327","MTS","1.0","M-Street-E/B","","","32.77270737948012","-117.13444136893335"
"1857","MTS_13041","13041","13041","Balboa Av & 8965","32.82128162","-117.1355304","MTS","1.0","M-Street-E/B","","","32.82127684372487","-117.13551849330953"
"1858","MTS_13043","13043","13043","Camino Del Rio S & Point Loma Nazerene","32.7779437","-117.10741702","MTS","1.0","M-Street-E/B","","","32.77793893261075","-117.10740512311412"
"1859","MTS_13056","13056","13056","Baltimore Dr & Wellesley St","32.77953694","-117.03155001","MTS","1.0","M-Street-W/B","","","32.77953216691232","-117.03153812556815"
"1860","MTS_13058","13058","13058","Nobel Dr & La Jolla Village Square Drwy","32.86801101","-117.23165805","MTS","1.0","F-W/B","noblaj","","32.868006235839836","-117.23164612301467"
"1861","MTS_13059","13059","13059","SeaWorld","32.76390304","-117.22945696","MTS","1.0","M-Special_Loc","seawld","","32.76389827657434","-117.22944504199704"
"1862","MTS_13065","13065","13065","N Harbor Dr & Cell Phone Lot","32.72870548","-117.18408144","MTS","1.0","M-Street-W/B","","","32.72870071607882","-117.18406953518792"
"1863","MTS_13066","13066","13066","Hotel Circle N & 1904","32.75976294","-117.18128148","MTS","1.0","M-Street-W/B","","","32.75975817809548","-117.18126957723362"
"1864","MTS_13067","13067","13067","Hotel Circle N & 1550","32.75967796","-117.17650539","MTS","1.0","M-Street-W/B","","","32.75967319635601","-117.17649348449017"
"1865","MTS_13070","13070","13070","Miramar Rd & 7636","32.88448101","-117.15222911","MTS","1.0","M-Street-W/B","","","32.88447623037799","-117.15221719829128"
"1866","MTS_13072","13072","13072","Balboa Av & Pennisi Dvwy","32.82070336","-117.1414098","MTS","2.0","F-W/B","balpen","","32.82069858215744","-117.14139789964213"
"1867","MTS_13073","13073","13073","Complex Dr & 8806","32.83016813","-117.13812975","MTS","2.0","M-Street-W/B","","","32.830163354277744","-117.13811784164577"
"1868","MTS_13074","13074","13074","Balboa Av & 8808","32.82103293","-117.1372466","MTS","1.0","M-Street-W/B","ba8808","","32.821028153095654","-117.137234691601"
"1869","MTS_13078","13078","13078","Willow Creek Rd & Businesspark Av","32.90187935","-117.11135872","MTS","1.0","N-W/B","","","32.90187455935142","-117.1113468186807"
"1870","MTS_13079","13079","13079","Camino Del Rio S & 4141","32.77809237","-117.10500435","MTS","1.0","M-Street-E/B","natuni","","32.778087598078365","-117.1049924604424"
"1871","MTS_13080","13080","13080","Alliant University","32.89539002","-117.0958562","MTS","0.0","M-Street-W/B","intuni","","32.89538522906972","-117.09584429450508"
"1872","MTS_13081","13081","13081","Streamview Dr & 5930","32.74470583","-117.069265","MTS","1.0","M-Street-W/B","","","32.744701056547235","-117.06925311306588"
"1873","MTS_13085","13085","13085","University Av & Salvation Army Drwy","32.75532384","-117.05177137","MTS","1.0","M-Street-W/B","","","32.75531906969414","-117.05175948133882"
"1874","MTS_13088","13088","13088","Broadway & 7080","32.74266336","-117.04511925","MTS","1.0","M-Street-W/B","","","32.74265859020223","-117.04510736888024"
"1875","MTS_13094","13094","13094","N Harbor Dr & Liberator Way","32.72917291","-117.18767956","MTS","1.0","N-W/B","","","32.72916815017354","-117.18766765619375"
"1876","MTS_13095","13095","13095","Hotel Circle N & 2270","32.75985922","-117.18418081","MTS","1.0","M-Street-W/B","","","32.759854449046415","-117.18416889810489"
"1877","MTS_13096","13096","13096","Hotel Circle N & 1650","32.75966337","-117.17844719","MTS","1.0","M-Street-W/B","","","32.75965860127818","-117.17843528572395"
"1878","MTS_13098","13098","13098","Hotel Circle N & 950","32.76052029","-117.17229851","MTS","1.0","M-Street-W/B","","","32.76051552542927","-117.1722866007035"
"1879","MTS_13099","13099","13099","Reynard Wy & 2850 (Opp)","32.73536904","-117.16929387","MTS","0.0","M-Street-N/B","","","32.735364272699734","-117.16928196504502"
"1880","MTS_13101","13101","13101","Miramar Rd & Miramar Way","32.88028853","-117.15948901","MTS","1.0","N-W/B","","","32.88028374819144","-117.15947709370093"
"1881","MTS_13102","13102","13102","Camino De La Reina & Park In The Valley Drwy","32.77008029","-117.14987319","MTS","1.0","N-W/B","macymv","","32.770075521131346","-117.14986128634486"
"1882","MTS_13103","13103","13103","Clairemont Mesa Bl & Industrial Park","32.83296753","-117.14630339","MTS","1.0","F-W/B","","","32.832962755765784","-117.14629148570997"
"1883","MTS_13104","13104","13104","Miramar Rd & Northgate Plaza","32.89241341","-117.13854645","MTS","1.0","M-Street-W/B","","","32.89240862499681","-117.13853453679862"
"1884","MTS_13109","13109","13109","Bayview Heights Dr & 1737","32.72316717","-117.07869698","MTS","2.0","M-Street-E/B","","","32.72316240685921","-117.07868509081716"
"1885","MTS_13110","13110","13110","Streamview Dr & 5955","32.74434912","-117.06880246","MTS","1.0","M-Street-E/B","","","32.74434434899628","-117.06879057693737"
"1886","MTS_13111","13111","13111","Clairemont Mesa Bl & Ruffin Rd","32.83160224","-117.12860885","MTS","1.0","F-W/B","claove","","32.83159746728131","-117.12859694353317"
"1887","MTS_13112","13112","13112","University Av & University Sq","32.75052552","-117.07050107","MTS","1.0","M-Street-W/B","","","32.75052075400108","-117.07048918215446"
"1888","MTS_13116","13116","13116","Lisbon St & 7170","32.71217625","-117.04397295","MTS","2.0","M-Street-W/B","","","32.71217148213379","-117.0439610756236"
"1889","MTS_13118","13118","13118","Jamacha Rd & 8204","32.71629082","-117.029308","MTS","0.0","M-Street-W/B","","","32.716286054415065","-117.0292961223092"
"1890","MTS_13119","13119","13119","Ingraham St & 3866","32.79055203","-117.23817798","MTS","1.0","M-Street-S/B","","","32.790547259617675","-117.23816606515375"
"1891","MTS_13124","13124","13124","West Bernardo Dr & Sony","33.01319974","-117.08761823","MTS","1.0","M-Street-S/B","sony","","33.01319494443884","-117.08760631970253"
"1892","MTS_13125","13125","13125","West Bernardo Dr & Sharp Hospital","33.01861435","-117.08149083","MTS","1.0","M-Street-S/B","","","33.01860954525706","-117.08147892721094"
"1893","MTS_13129","13129","13129","La Jolla Shores Dr & Naga Way","32.86529443","-117.25232458","MTS","1.0","F-S/B","","","32.86528965668447","-117.2523126515998"
"1894","MTS_13130","13130","13130","N Torrey Pines Rd & John Hopkins Dr","32.89780161","-117.24207723","MTS","0.0","F-S/B","ntorpn","","32.8977968265532","-117.24206530884395"
"1895","MTS_13133","13133","13133","Genesee Av & Centurion Sq","32.86086562","-117.20944739","MTS","1.0","M-Street-S/B","","","32.860860839530076","-117.20943546976694"
"1896","MTS_13137","13137","13137","Park Bl & Russ Bl","32.7205293","-117.1538152","MTS","1.0","M-Street-S/B","","","32.720524539515964","-117.15380329788773"
"1897","MTS_13140","13140","13140","Baltimore Dr & Aztec Dr","32.77700481","-117.02932462","MTS","1.0","M-Street-E/B","","","32.777000038096524","-117.02931274216114"
"1898","MTS_13141","13141","13141","N Torrey Pines Rd & John J Hopkins Dr","32.89847102","-117.24181991","MTS","0.0","N-N/B","scripN","","32.89846623716304","-117.24180798209053"
"1899","MTS_13143","13143","13143","Genesee Av & Centurion Sq","32.86074858","-117.20873259","MTS","1.0","N-N/B","","","32.86074380388532","-117.208720671316"
"1900","MTS_13146","13146","13146","Health Center Dr & Hope Stn","32.79862818","-117.15601288","MTS","1.0","F-N/B","","","32.79862340921729","-117.15600097360908"
"1901","MTS_13147","13147","13147","Park Bl & San Diego High School","32.72083414","-117.15339889","MTS","1.0","M-Street-N/B","","","32.72082937542919","-117.15338699021636"
"1902","MTS_13149","13149","13149","Ruffin Rd & 3939","32.81389188","-117.12109243","MTS","2.0","M-Street-N/B","","","32.8138871063976","-117.1210805309567"
"1903","MTS_13151","13151","13151","Ingraham St & 3873","32.79035982","-117.23781138","MTS","1.0","M-Street-N/B","","","32.79035504923065","-117.2377994595293"
"1904","MTS_13155","13155","13155","West Bernardo Dr & W Bernardo Ct (Sharp Urgent Car","33.01886463","-117.08105604","MTS","1.0","M-Street-N/B","","","33.018859828953076","-117.0810441291465"
"1905","MTS_13157","13157","13157","West Bernardo Dr & 16911","33.0217626","-117.08130531","MTS","1.0","M-Street-N/B","","","33.021757802514955","-117.08129340139162"
"1906","MTS_13158","13158","13158","Campanile Dr & Montezuma Rd","32.77105959","-117.07173338","MTS","1.0","F-N/B","","","32.77105481718663","-117.07172148895025"
"1907","MTS_13160","13160","13160","Sweetwater Rd & St George St","32.71283095","-117.01252455","MTS","1.0","F-N/B","jamswe","","32.712826179294545","-117.01251267492572"
"1908","MTS_13161","13161","13161","La Mesa Bl & Culowee St","32.76621252","-117.02742044","MTS","1.0","M-Street-S/B","","","32.7662077399613","-117.02740856355335"
"1909","MTS_13163","13163","13163","Narragansett Av & Chatsworth Bl","32.73364432","-117.23327333","MTS","1.0","F-E/B","","","32.73363955865271","-117.23326141982582"
"1910","MTS_13168","13168","13168","Narragansett Av & Chatsworth Bl","32.73387445","-117.23336696","MTS","1.0","N-W/B","","","32.73386968980056","-117.23335504300209"
"1911","MTS_13170","13170","13170","La Mesa Bl & University Av","32.7652285","-117.02655621","MTS","1.0","F-N/B","","","32.765223726921775","-117.0265443344367"
"1912","MTS_13171","13171","13171","Genesee Av & La Jolla Village Dr","32.87204311","-117.2142063","MTS","1.0","F-S/B","genljS","","32.87203833218015","-117.21419437549194"
"1913","MTS_13173","13173","13173","Clairemont Dr & Burgener Bl","32.79441244","-117.19445296","MTS","1.0","F-S/B","clabur","","32.794407665409345","-117.19444105271471"
"1914","MTS_13174","13174","13174","Comstock St & Linda Vista Rd","32.78302726","-117.17091384","MTS","1.0","F-E/B","comstk","","32.78302249494058","-117.17090193698297"
"1915","MTS_13175","13175","13175","Genesee Av & Osler St","32.79341299","-117.16993233","MTS","1.0","F-E/B","","","32.793408222333014","-117.1699204203542"
"1916","MTS_13177","13177","13177","West Bernardo Dr & Hewlett Packard (16399)","33.01303107","-117.08736217","MTS","1.0","M-Street-N/B","hewpac","","33.01302627135846","-117.08735025779647"
"1917","MTS_13179","13179","13179","4th Av & C St","32.65137332","-117.08811337","MTS","1.0","F-N/B","3rdglo","","32.6513685583215","-117.08810148454276"
"1918","MTS_13180","13180","13180","Rosecrans St & Lytton St","32.74445596","-117.21214665","MTS","1.0","F-E/B","","","32.744451194418765","-117.21213474165444"
"1919","MTS_13184","13184","13184","Reynard Wy & 2717 (Opp)","32.73383106","-117.16950221","MTS","0.0","M-Street-S/B","","","32.73382629875703","-117.16949030243872"
"1920","MTS_13192","13192","13192","Clairemont Dr & Clairemont Mesa Bl","32.82880423","-117.20594897","MTS","1.0","M-Street-N/B","claclN","","32.82879945577215","-117.2059370557232"
"1921","MTS_13194","13194","13194","University Av & Shiloh Rd","32.74893744","-117.08109572","MTS","1.0","F-E/B","","","32.748932672320436","-117.08108383393187"
"1922","MTS_13195","13195","13195","Scranton Rd & Morehouse Dr","32.89429831","-117.20174791","MTS","1.0","F-N/B","scrmor","","32.89429353279177","-117.20173599274221"
"1923","MTS_13196","13196","13196","Scranton Rd & 9605","32.89648402","-117.20273591","MTS","1.0","N-N/B","","","32.896479241521035","-117.20272398753464"
"1924","MTS_13197","13197","13197","Scranton Rd & SD Tech Center (9805)","32.8981365","-117.20265607","MTS","1.0","M-Street-N/B","scrtec","","32.89813171975407","-117.20264414758672"
"1925","MTS_13198","13198","13198","Barnes Canyon Rd & 10055","32.89928741","-117.20025108","MTS","1.0","M-TC-Train-E/B","barcyn","","32.89928262528897","-117.20023915583577"
"1926","MTS_13199","13199","13199","Barnes Canyon Rd & Lusk Bl","32.89987771","-117.19675179","MTS","1.0","N-E/B","","","32.899872927440754","-117.19673987504422"
"1927","MTS_13200","13200","13200","Lusk Bl & Barnes Canyon Rd","32.89936244","-117.19584377","MTS","0.0","F-S/B","","","32.899357661978115","-117.19583185508473"
"1928","MTS_13202","13202","13202","Mira Mesa Bl & Oberlin Dr","32.8965364","-117.19267926","MTS","1.0","F-E/B","","","32.89653162272165","-117.19266734407434"
"1929","MTS_13203","13203","13203","Mira Mesa Bl & Pacific Heights Bl","32.90025153","-117.18882244","MTS","1.0","F-E/B","mirpac","","32.90024674523442","-117.18881052190262"
"1930","MTS_13204","13204","13204","Mira Mesa Bl & Huennekens St","32.90363","-117.18367147","MTS","1.0","F-E/B","","","32.90362521603675","-117.18365955689116"
"1931","MTS_13205","13205","13205","Mira Mesa Bl & Steadman St","32.90561712","-117.18039847","MTS","1.0","F-E/B","","","32.90561233902062","-117.1803865537917"
"1932","MTS_13206","13206","13206","Mira Mesa Bl & Flanders Dr","32.90654248","-117.1764918","MTS","1.0","F-E/B","mirfla","","32.90653770100556","-117.1764798806401"
