,post_id,num_beds,num_baths,price,sqft,houseType,rentPeriod,parking,laundry,pets,smoking,air conditioning,wheelchair accessible,EV charging,furnished,lat,lon,tfidf_words
0,7442193829,3,2,3587.0,1050,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['onsite', 'unitsindoor', 'accessprofessional', 'seatingpet', 'dishwasherlandscaped']"
1,7443774817,1,1,2900.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['blue', 'per', '3vd4ntbq', 'fansvaulted', 'stationluxury']"
2,7443784985,1,1,2550.0,900,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749209,-117.247924,"['cape', 'elan', 'palms', 'pier', 'beach']"
3,7443785374,2,2,2875.0,800,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.743893,-117.253123,"['coco', 'palms', 'elan', 'elancocopalms', 'pier']"
4,7443787962,0,1,1745.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.738913,-117.227883,"['loma', 'highlands', 'elan', 'round', 'needs']"
5,7443788731,1,1,2220.0,600,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.743989,-117.249066,"['elan', 'palms', 'pacific', 'pier', 'beach']"
6,7443789822,1,1,2475.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74183622653763,-117.25114726595292,"['ocean', 'lofts', 'elan', 'pier', 'beach']"
7,7443829697,1,1,2345.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74455,-117.252093,"['elan', 'plaza', 'pier', 'beach', 'avenue']"
8,7443831933,1,1,2345.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74455,-117.252093,"['elan', 'plaza', 'pier', 'beach', 'avenue']"
9,7443832287,1,1,2345.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74455,-117.252093,"['plaza', 'elan', 'pier', 'beach', 'avenue']"
10,7444248934,2,2,2395.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['rentmesavillage', 'utm_knock', 'village', 'cl', 'site']"
11,7444373963,1,1,2100.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,air conditioning,,,,,,"['mesa', 'village', '00', 'rentmesavillage', 'utm_knock']"
12,7444489059,1,1,2875.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['per', 'blue', 'tsmxihw3', 'poolsmoke', 'fansstainless']"
13,7445207320,1,1,2399.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'outdoor', '3abeoywu', 'countertopscommunity', 'pointe']"
14,7445244402,1,1,200.0,-1,apartment,,carport,w/d in unit,,no smoking,,wheelchair accessible,,furnished,46.3144754,11.0480288,"['shorttermrentalsandiego', 'night', '200', 'quiet', 'long']"
15,7446041914,2,2,3354.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,32.764583,-117.196047,"['arrive', 'viqxqbru', 'private', 'hour', '24']"
16,7446309504,2,2,3595.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.790567,-117.235824,"['595', 'xt', 'brandon', '15th', 'ok']"
17,7446311822,1,1,2445.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,,,,,,,,"['445', 'xt', 'brandon', 'ok', '00']"
18,7446360730,1,1,2100.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,air conditioning,,,,,,"['mesa', 'village', 'rentmesavillage', 'utm_knock', 'place']"
19,7446537670,2,2,3234.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,32.764583,-117.196047,"['arrive', 'wwo2fb4t', 'balcony', 'wheelchair', 'after']"
20,7446553711,1,1,2900.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['per', 'blue', 'ez4bwpjh', 'chargersluxury', 'roomsmoke']"
21,7446750758,1,1,1960.0,425,,,off-street parking,w/d in unit,dogs are OK - wooof,no smoking,air conditioning,,,furnished,,,"['pvt', 'shepherd', 'reliable', 'pic', 'clear']"
22,7446801637,1,1,2345.0,700,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.746168,-117.252498,"['beachwalk', 'elan', 'beach', 'rack', 'pier']"
23,7446901032,2,2,3452.0,-1,,,,,,,,,,,,,"['downtown', 'apartments', 'valley', 'park', 'laundrymedia']"
24,7447332443,2,2,2480.0,954,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['rentmesavillage', 'utm_knock', 'major', 'cl', 'mesa']"
25,7447465697,2,2,3899.0,-1,house,rent period: yearly,attached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,,,,,,"['original', 'pays', 'front', 'fenced', 'must']"
26,7447680593,1,1,2475.0,700,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,,,"['cape', 'elan', 'palms', 'pier', 'beach']"
27,7447723629,2,2,3324.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,32.764583,-117.196047,"['arrive', 'nkcv6u7f', 'private', 'balcony', 'controls']"
28,7447756262,2,2,3070.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', '4gzx4hau', 'availablepoollaundry', 'flooringcarpetcommunity']"
29,7447820389,3,2,4185.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'friendlyrecyclingcat', 'roomresident']"
30,7447897604,2,2,3420.0,111,apartment,rent period: yearly,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,,,"['valley', 'apartments', 'tabletile', 'gcccpoms', 'conceptdouble']"
31,7447902231,2,2,3420.0,-1,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'pantrypet']"
32,7447908527,2,2,3764.0,1147,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,,,"['downtown', 'apartments', 'valley', 'park', 'transportationfit']"
33,7447919603,1,1,2675.0,620,apartment,rent period: yearly,carport,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,,,,"['valley', 'apartments', 'rangedouble', '777address', 'sinksopen']"
34,7447935146,0,1,2494.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'closetclubhouseclothes', '2wnj6ojy', 'makerwalk']"
35,7448077700,5,3,4775.0,-1,house,,off-street parking,w/d in unit,,no smoking,,,,,,,"['carpet', 'prefers', '6000', 'resistant', 'linoleum']"
36,7448323762,1,1,2925.0,-1,apartment,,carport,w/d in unit,,,,,,,32.86082404115404,-117.22933712338651,"['per', 'blue', 'systemdog', 'dishwasherspacious', 'flooringvaulted']"
37,7448333444,2,2,3239.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', '7r4fctfd', 'patio', 'wheelchair', 'disability']"
38,7448346201,2,2,3200.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'xovrtryc', 'fob', 'private', 'controls']"
39,7448366330,1,1,2911.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'flooringclubhouserecyclingdog', 'deckfully', 'accessguest']"
40,7448367791,1,1,3079.0,815,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'kitchenbilliards', 'b6vamevp']"
41,7448370283,3,2,4238.0,1355,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'availablecustom', 'technologyrecyclinggroup']"
42,7448370879,3,2,4619.0,1345,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'accessclubhousein']"
43,7448371299,0,1,2501.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'l2aekdtl', 'parksoaker']"
44,7448371671,1,1,2675.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'laundrymulti']"
45,7448372084,2,2,3348.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'tablecourtyardelectric', 'transportationgreen']"
46,7448373076,2,2,3348.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'spaelevatorclub', 'khihzywa', 'laundrygreen']"
47,7448539006,2,2.5,2895.0,-1,condo,rent period: yearly,carport,w/d in unit,cats are OK - purrr,no smoking,,,,,32.86818894260868,-117.22142282121732,"['mention', 'ez', 'malls', 'calling', 'va']"
48,7448669319,1,1,2606.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['spaphotodouble', 'conditioningoversized', 'facilitieswood', 'windowselectric', 'managementterrace']"
49,7448669988,1,1,2468.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'hl6ygniw', 'pointe', 'unitscommunity', 'announcements']"
50,7448670790,1,1,2399.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'tg2lvakp', 'luxe', 'pointe', 'spaphoto']"
51,7448671687,2,1,2926.0,850,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'areaterrace', 'studioworry', 'z3jwt6xj', 'spaphotocourtesy']"
52,7448899778,0,1,3000.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,EV charging,furnished,,,"['stay', 'tax', 'rate', 'per', 'errors']"
53,7448935267,1,1,2645.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.790645,-117.235462,"['645', 'must', '19th', 'evictions', 'xt']"
54,7448961738,1,1,2785.0,620,apartment,,carport,w/d in unit,,,,,,,37.8268891,-122.3778055,"['urnnlall', 'entry10', 'loopclub', 'seatingrefrigerator', 'centerhalf']"
55,7448963989,1,1,2921.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['roomroof', 'microwavemulti', 'recoykgr', 'tvsdishwasherarcade', 'tablecustom']"
56,7449002598,1,1,2195.0,-1,apartment,,off-street parking,laundry on site,,,,,,,32.8025716,-117.1520241,"['villa', 'mesa', 'carpeted', 'manicured', 'villamesaapts']"
57,7449018939,1,1,2395.0,-1,apartment,,carport,laundry on site,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'bu6sahfe', 'flooringcarpetstainless', 'poolelevatorlaundry']"
58,7449050872,1,1,2250.0,500,house,,attached garage,laundry on site,,no smoking,,,,furnished,46.3144754,11.0480288,"['completely', 'fee', 'move', 'processing', 'cleaning']"
59,7449060322,2,2,3590.0,900,,,carport,w/d in unit,,no smoking,,,,furnished,,,"['hdtv', 'carpets', 'nine', 'september', '2023']"
60,7449096341,1,1,2675.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'schoolskitchen', 'parkdog', 'yolsze4d']"
61,7449155322,2,2,3234.0,-1,apartment,,detached garage,w/d in unit,cats are OK - purrr,no smoking,air conditioning,wheelchair accessible,,,32.764583,-117.196047,"['arrive', 'mpbl5tyk', 'balcony', 'hour', '24']"
62,7449182088,1,1,2790.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'tubelectric', 'dfobvy3z']"
63,7449197658,3,3.5,5600.0,-1,apartment,rent period: yearly,attached garage,w/d in unit,,no smoking,air conditioning,,,,,,"['1906', 'showinghotline', 'lc', 'pays', 'better']"
64,7449201952,2,2,3776.0,1169,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['ceilingsdishwasherhalf', 'ojtlmbwr', 'west', 'entryenergy', 'billsbusiness']"
65,7449206026,2,2,3348.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'ixjdnf2f', 'shoppingclose']"
66,7449217295,2,2,3686.0,1169,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'schoolsrefrigerator', 'sgfx4jfk', 'lawnclose']"
67,7449217626,3,2,4258.0,1355,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'deckviewsfit', 'z54ob3bx', 'restaurantselevatormedia']"
68,7449394755,2,2,3695.0,-1,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.789945,-117.235631,"['695', 'knit', 'consisting', 'bed', 'tight']"
69,7449492455,1,1,2220.0,600,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.743989,-117.249066,"['palms', 'elan', 'pier', 'beach', 'round']"
70,7449495937,2,2,3354.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'accepts', 'payments', 'gyasrtlt', 'after']"
71,7449537607,1,1,3089.0,815,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['us5nucdr', 'dishwashercontrolled', 'entryelectric', 'seatingclub', 'bathshalf']"
72,7449583713,1,1,3089.0,815,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['tvsmulti', 'fiztismi', 'dryer9', 'sclub', 'makergroup']"
73,7449584958,2,2,3348.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['nfzovejd', 'west', 'bathshalf', 'wallelectric', 'loopfully']"
74,7449609842,2,2,3690.0,1169,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['kf62ksna', 'areadishwashercontrolled', 'dryerfully', 'entryhardwood', 'loopelectric']"
75,7449661560,2,2,3348.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['idlugmhg', 'west', 'garageroof', 'areafully', 'stationsdog']"
76,7449661916,2,2,3348.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['6ak6gbuf', 'courtprivate', 'west', 'loopbocce', 'wallfully']"
77,7449662475,1,1,2926.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['dryermicrowavehalf', '72ie3k3m', 'tablein', 'loop9', 'makerfit']"
78,7449708747,2,2,3180.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', '3yumm56z', 'parkingsmoke']"
79,7449838877,1,1,2475.0,700,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749209,-117.247924,"['cape', 'elan', 'palms', 'pier', 'beach']"
80,7449839289,2,2,2875.0,800,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.743893,-117.253123,"['elancocopalms', '875', '800', 'su', 'bb9v6']"
81,7449839501,0,1,1745.0,-1,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.738913,-117.227883,"['745', 'elanlomahighlands', 'su', '45mg7x', 'vvjhlj']"
82,7449840683,1,1,2445.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.74183622653763,-117.25114726595292,"['445', '700', 'cruz', 'loftswaitlist', '4838']"
83,7449842244,1,1,2295.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.744013,-117.252103,"['elan', 'palms', 'pier', 'beach', 'avenue']"
84,7449842484,1,1,2345.0,700,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,32.743403,-117.252327,"['elan', 'park', 'lush', 'pier', 'landscaping']"
85,7449868843,1,1,2200.0,754,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,air conditioning,,,,,,"['rentmesavillage', 'utm_knock', 'major', 'closetsour', 'mesa']"
86,7449874291,1,1,2399.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['uxhkcbjf', 'luxe', 'pointe', 'outdoor', 'spaphoto']"
87,7449894170,0,1,2521.0,620,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['garagedishwasherprivate', 'k2bsw56c', 'west', 'sfully', 'balconyarcade']"
88,7449895895,1,1,2812.0,620,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['makerelectric', 'nx22qmox', 'dishwasherhalf', 'loopcontrolled', 'seatingin']"
89,7449897604,1,1,3143.0,815,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['uelkqabu', 'west', 'tablerefrigerator', 'tvsopen', 'areafully']"
90,7449955227,2,2,3348.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['kitchencustom', 'stationsin', 'billsfit', 'ucwsm5yr', 'dryerenergy']"
91,7449955857,2,2,3694.0,1169,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['ceilingsmicrowavemedia', '2jm6njht', 'centerclub', 'seatingin', 'dryerrefrigerator']"
92,7449957877,3,2,4258.0,1355,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['roomcustom', '64syyolr', 'dryerroof', 'wallmedia', '000']"
93,7449988617,2,2,2630.0,954,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,,,,,,,"['mesa', 'village', '00', 'rentmesavillage', 'remm']"
94,7450037982,2,2,3694.0,1169,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['scontrolled', 'kitchendishwasherin', 'wallmicrowavebusiness', 'v3anz2vj', 'centerthree']"
95,7450075367,2,2,3234.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 'hjalodgu', 'disability', 'balcony', 'curated']"
96,7450315928,1,1,2200.0,754,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,air conditioning,,,,,,"['mesa', 'village', '00', 'rentmesavillage', 'remm']"
97,7450373270,0,1,2528.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'laundryonline', 'requestshigh']"
98,7450374495,0,1,2126.0,66,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'roommicrowavein']"
99,7450423226,2,2,3300.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'courtyardpackage', 'eventsfitness']"
100,7450439753,1,1,2926.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'islandpet']"
101,7450448433,2,2,3288.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'centerflexible', 'dryerbocce', 'availablewired']"
102,7450518666,1,1,2755.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'vk5ofq75', 'maintenancefitness']"
103,7450724865,1,1,2345.0,800,apartment,,off-street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.746168,-117.252498,"['elanbeachwalk', '345', 'su', '7f7mh8', 't9grqq']"
104,7450727712,1,1,2325.0,750,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749986,-117.250405,"['elanoceanwalk', '325', 'su', 'elan', '93m7nj']"
105,7450757315,1,1,2200.0,754,apartment,,off-street parking,laundry on site,cats are OK - purrr,no smoking,air conditioning,,,,,,"['00', 'rentmesavillage', 'utm_knock', 'remm', 'major']"
106,7450759163,1,1,2395.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'o664sl4r', 'flooringcarpetquartz', 'gardenelevatorpet']"
107,7450760557,1,1,2705.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'accessbilliardssmoke', 'poolparkvalet']"
108,7450828690,2,2,3235.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'chargersparkbilliardsshort', 'leasegarage']"
109,7450949108,3,2,4195.0,-1,,,,,,,,,,,32.754876,-117.14185,"['first', 'evelyn', 'basis', 'serve', 'house']"
110,7450978068,2,2,3288.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'tablerooftop']"
111,7450978385,2,2,3354.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', 's6xoqpdi', 'private', 'hour', '24']"
112,7450978681,2,2,3702.0,1169,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'pit10']"
113,7450979059,2,2,3234.0,-1,apartment,,detached garage,w/d in unit,,,,,,,32.764583,-117.196047,"['arrive', '6ta65vt2', 'llip', 'progran', '95']"
114,7450979189,3,2,4258.0,1355,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', '7jrq2dti', 'managementrefrigerator', 'closetfitness']"
115,7451228600,1,1,2695.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'chargerson', 'parkingshort']"
116,7451270473,1,1,2600.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['o7rowyu5', 'luxe', 'pointe', 'power', 'second']"
117,7451281617,1,1,2399.0,650,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'cywxvr5n', 'flexible', 'pointe', 'closetscommunity']"
118,7451320876,3,2,3895.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'eventsgarage', 'centercat']"
119,7451390025,1,1,2815.0,620,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['6ijjctbm', 'roomgroup', 'wall9', 'billsconference', 'ceilingselectric']"
120,7451390343,2,2,3288.0,1045,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['microwavecustom', '7xkubopx', 'walldishwasherthree', 'billsopen', 'balcony10']"
121,7451390679,1,1,3151.0,815,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['xuyoffrp', 'loungedishwasherrefrigerator', 'stationsmicrowaveenergy', 'west', 'wallarcade']"
122,7451391308,1,1,2937.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['j77nbgd4', 'sgroup', 'makercontrolled', 'courtcustom', 'wallquartz']"
123,7451400907,1,1,2815.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'looprefrigerator', 'makerclubhousebasketball', 'tubvaulted']"
124,7451401643,1,1,2937.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'readybike']"
125,7451401924,1,1,3151.0,815,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'centerdishwasherin']"
126,7451402225,2,2,3288.0,1045,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'studiokitchen', 'schoolsquartz', 'walltile']"
127,7451402678,2,2,3702.0,1169,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', '3zihnwvs', 'appliancesrooftop']"
128,7451403010,3,2,4258.0,1355,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'storagedouble']"
129,7451440827,1,1,1998.0,-1,condo,,attached garage,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,furnished,,,"['minute', 'mile', 'treadmills', 'movies', 'vicenza']"
130,7451603946,1,1,2937.0,7,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['dryerthree', 'ahf3vk5p', 'balcony9', 'tablecontrolled', 'centerroof']"
131,7451604965,1,1,3151.0,815,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['yqatf4p7', 'kitchendishwashermulti', 'wallclub', 'entrygroup', '000']"
132,7451654458,2,1,2749.0,850,apartment,,off-street parking,w/d in unit,cats are OK - purrr,,,,,,32.754554139426034,-117.21922985516292,"['moving', 'conditioningonsite', 'maintenanceeco', 'facilitiesprivate', 'patrolindoor']"
133,7451667588,0,1,2528.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['downtown', 'apartments', 'valley', 'park', 'readylarge']"
134,7451668388,1,1,2815.0,620,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['valley', 'apartments', 'accesswired', 'studioconference', 'maintenancemedia']"
135,7451679093,1,1,2937.0,7,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'storagecustom', '2lctmels']"
136,7451719980,1,1,3151.0,815,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'patrolpet', 'freewayprivate']"
137,7451722729,0,1,2528.0,620,apartment,,detached garage,w/d in unit,,,,,,,37.8268891,-122.3778055,"['7khwllm2', 'bathsmicrowavecontrolled', 'garagegroup', 'loopcustom', 'centerprivate']"
138,7451740383,3,2,4258.0,1355,apartment,,carport,w/d in unit,cats are OK - purrr,no smoking,,wheelchair accessible,,,,,"['apartments', 'valley', 'park', 'centerguest', 'bathsspaair']"
139,7452018262,1,1,2395.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'cxydb26z', 'availablepoolwalking', 'unitscarpetwood']"
140,7452037580,2,2,3010.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'communitygarage', 'grojvvv4']"
141,7452065251,2,2,3320.0,-1,,,,,,,,,,,32.806763,-117.149407,"['mesa', 'serra', 'kearny', 'poolbilliardscall', 'ylrw6k7y']"
142,7452089394,2,2,3060.0,-1,apartment,,street parking,laundry in bldg,cats are OK - purrr,no smoking,,,,,32.749794,-117.236104,"['citra', 'per', 'z3oc5wal', 'facilitiespoolelevatorwalking', 'fancarpetstainless']"
143,7452089806,1,1,2195.0,750,apartment,,street parking,laundry in bldg,,no smoking,,wheelchair accessible,,furnished,46.3144754,11.0480288,"['pines', 'mountain', 'torrey', 'view', 'galleries']"
